,Item,Category,Description,Price,Size,Crust,calories
190,Indi Tandoori Paneer,Veg Pizza,"It is hot. It is spicy. It is oh-so-Indian. Tandoori paneer with capsicum, red paprika & mint mayo",249,Regular,New Hand Tossed,2
191,Indi Tandoori Paneer,Veg Pizza,"It is hot. It is spicy. It is oh-so-Indian. Tandoori paneer with capsicum, red paprika & mint mayo",279,Regular,100% Wheat Thin Crust,1
192,Indi Tandoori Paneer,Veg Pizza,"It is hot. It is spicy. It is oh-so-Indian. Tandoori paneer with capsicum, red paprika & mint mayo",324,Regular,Cheese Burst,6
193,Indi Tandoori Paneer,Veg Pizza,"It is hot. It is spicy. It is oh-so-Indian. Tandoori paneer with capsicum, red paprika & mint mayo",279,Regular,Fresh Pan Pizza,3
194,Cheese n Tomato,Veg Pizza,A delectable combination of cheese and juicy tomato,499,Large,New Hand Tossed,9
195,Cheese n Tomato,Veg Pizza,A delectable combination of cheese and juicy tomato,309,Medium,New Hand Tossed,6
196,Cheese n Tomato,Veg Pizza,A delectable combination of cheese and juicy tomato,359,Medium,100% Wheat Thin Crust,5
197,Cheese n Tomato,Veg Pizza,A delectable combination of cheese and juicy tomato,408,Medium,Cheese Burst,10
198,Cheese n Tomato,Veg Pizza,A delectable combination of cheese and juicy tomato,349,Medium,Fresh Pan Pizza,7
199,Cheese n Tomato,Veg Pizza,A delectable combination of cheese and juicy tomato,169,Regular,New Hand Tossed,2
200,Cheese n Tomato,Veg Pizza,A delectable combination of cheese and juicy tomato,199,Regular,100% Wheat Thin Crust,1
201,Cheese n Tomato,Veg Pizza,A delectable combination of cheese and juicy tomato,244,Regular,Cheese Burst,6
202,Cheese n Tomato,Veg Pizza,A delectable combination of cheese and juicy tomato,199,Regular,Fresh Pan Pizza,3
203,Achari Do Pyaza,Veg Pizza,Tangy & spicy achari flavours on a super cheesy onion pizza- as desi as it gets!,499,Large,New Hand Tossed,9
204,Achari Do Pyaza,Veg Pizza,Tangy & spicy achari flavours on a super cheesy onion pizza- as desi as it gets!,309,Medium,New Hand Tossed,6
205,Achari Do Pyaza,Veg Pizza,Tangy & spicy achari flavours on a super cheesy onion pizza- as desi as it gets!,359,Medium,100% Wheat Thin Crust,5
206,Achari Do Pyaza,Veg Pizza,Tangy & spicy achari flavours on a super cheesy onion pizza- as desi as it gets!,408,Medium,Cheese Burst,10
207,Achari Do Pyaza,Veg Pizza,Tangy & spicy achari flavours on a super cheesy onion pizza- as desi as it gets!,349,Medium,Fresh Pan Pizza,7
208,Achari Do Pyaza,Veg Pizza,Tangy & spicy achari flavours on a super cheesy onion pizza- as desi as it gets!,169,Regular,New Hand Tossed,2
209,Achari Do Pyaza,Veg Pizza,Tangy & spicy achari flavours on a super cheesy onion pizza- as desi as it gets!,199,Regular,100% Wheat Thin Crust,1
210,Achari Do Pyaza,Veg Pizza,Tangy & spicy achari flavours on a super cheesy onion pizza- as desi as it gets!,244,Regular,Cheese Burst,6
211,Achari Do Pyaza,Veg Pizza,Tangy & spicy achari flavours on a super cheesy onion pizza- as desi as it gets!,199,Regular,Fresh Pan Pizza,3
212,Kadhai Paneer,Veg Pizza,"Paneer chunks in your favourite spicy kadhai masala flavors, with toppings of onion & capsicum",699,Large,New Hand Tossed,9
213,Kadhai Paneer,Veg Pizza,"Paneer chunks in your favourite spicy kadhai masala flavors, with toppings of onion & capsicum",459,Medium,New Hand Tossed,6
214,Kadhai Paneer,Veg Pizza,"Paneer chunks in your favourite spicy kadhai masala flavors, with toppings of onion & capsicum",509,Medium,100% Wheat Thin Crust,5
215,Kadhai Paneer,Veg Pizza,"Paneer chunks in your favourite spicy kadhai masala flavors, with toppings of onion & capsicum",558,Medium,Cheese Burst,10
216,Kadhai Paneer,Veg Pizza,"Paneer chunks in your favourite spicy kadhai masala flavors, with toppings of onion & capsicum",499,Medium,Fresh Pan Pizza,7
217,Kadhai Paneer,Veg Pizza,"Paneer chunks in your favourite spicy kadhai masala flavors, with toppings of onion & capsicum",249,Regular,New Hand Tossed,2
218,Kadhai Paneer,Veg Pizza,"Paneer chunks in your favourite spicy kadhai masala flavors, with toppings of onion & capsicum",279,Regular,100% Wheat Thin Crust,1
219,Kadhai Paneer,Veg Pizza,"Paneer chunks in your favourite spicy kadhai masala flavors, with toppings of onion & capsicum",324,Regular,Cheese Burst,6
220,Kadhai Paneer,Veg Pizza,"Paneer chunks in your favourite spicy kadhai masala flavors, with toppings of onion & capsicum",279,Regular,Fresh Pan Pizza,3
221,Spiced Double Chicken,Non-Veg Pizza,Delightful combination of our spicy duo- Pepper Barbecue Chicken and Peri Peri Chicken for Chicken Lovers.,759,Large,New Hand Tossed,9
222,Spiced Double Chicken,Non-Veg Pizza,Delightful combination of our spicy duo- Pepper Barbecue Chicken and Peri Peri Chicken for Chicken Lovers.,519,Medium,New Hand Tossed,6
223,Spiced Double Chicken,Non-Veg Pizza,Delightful combination of our spicy duo- Pepper Barbecue Chicken and Peri Peri Chicken for Chicken Lovers.,569,Medium,100% Wheat Thin Crust,5
224,Spiced Double Chicken,Non-Veg Pizza,Delightful combination of our spicy duo- Pepper Barbecue Chicken and Peri Peri Chicken for Chicken Lovers.,618,Medium,Cheese Burst,10
225,Spiced Double Chicken,Non-Veg Pizza,Delightful combination of our spicy duo- Pepper Barbecue Chicken and Peri Peri Chicken for Chicken Lovers.,559,Medium,Fresh Pan Pizza,7
226,Spiced Double Chicken,Non-Veg Pizza,Delightful combination of our spicy duo- Pepper Barbecue Chicken and Peri Peri Chicken for Chicken Lovers.,289,Regular,New Hand Tossed,2
227,Spiced Double Chicken,Non-Veg Pizza,Delightful combination of our spicy duo- Pepper Barbecue Chicken and Peri Peri Chicken for Chicken Lovers.,319,Regular,100% Wheat Thin Crust,1
228,Spiced Double Chicken,Non-Veg Pizza,Delightful combination of our spicy duo- Pepper Barbecue Chicken and Peri Peri Chicken for Chicken Lovers.,364,Regular,Cheese Burst,6
229,Spiced Double Chicken,Non-Veg Pizza,Delightful combination of our spicy duo- Pepper Barbecue Chicken and Peri Peri Chicken for Chicken Lovers.,319,Regular,Fresh Pan Pizza,3
230,Chicken Maximus,Non-Veg Pizza,"Loaded to the Max with Chicken Tikka, Chicken Keema, Chicken Sausage and a double dose of grilled Chicken Rashers.",909,Large,New Hand Tossed,9
231,Chicken Maximus,Non-Veg Pizza,"Loaded to the Max with Chicken Tikka, Chicken Keema, Chicken Sausage and a double dose of grilled Chicken Rashers.",619,Medium,New Hand Tossed,6
232,Chicken Maximus,Non-Veg Pizza,"Loaded to the Max with Chicken Tikka, Chicken Keema, Chicken Sausage and a double dose of grilled Chicken Rashers.",669,Medium,100% Wheat Thin Crust,5
233,Chicken Maximus,Non-Veg Pizza,"Loaded to the Max with Chicken Tikka, Chicken Keema, Chicken Sausage and a double dose of grilled Chicken Rashers.",718,Medium,Cheese Burst,10
234,Chicken Maximus,Non-Veg Pizza,"Loaded to the Max with Chicken Tikka, Chicken Keema, Chicken Sausage and a double dose of grilled Chicken Rashers.",659,Medium,Fresh Pan Pizza,7
235,Chicken Maximus,Non-Veg Pizza,"Loaded to the Max with Chicken Tikka, Chicken Keema, Chicken Sausage and a double dose of grilled Chicken Rashers.",349,Regular,New Hand Tossed,2
236,Chicken Maximus,Non-Veg Pizza,"Loaded to the Max with Chicken Tikka, Chicken Keema, Chicken Sausage and a double dose of grilled Chicken Rashers.",379,Regular,100% Wheat Thin Crust,1
237,Chicken Maximus,Non-Veg Pizza,"Loaded to the Max with Chicken Tikka, Chicken Keema, Chicken Sausage and a double dose of grilled Chicken Rashers.",424,Regular,Cheese Burst,6
238,Chicken Maximus,Non-Veg Pizza,"Loaded to the Max with Chicken Tikka, Chicken Keema, Chicken Sausage and a double dose of grilled Chicken Rashers.",379,Regular,Fresh Pan Pizza,3
239,The 5 Chicken Feast Pizza,Non-Veg Pizza,"Loaded with 5 different Chicken toppings - grilled Chicken Rashers, Chicken Meatballs, Chicken Tikka, herby Chicken Sausage and flavorful Chicken Keema",969,Large,New Hand Tossed,9
240,The 5 Chicken Feast Pizza,Non-Veg Pizza,"Loaded with 5 different Chicken toppings - grilled Chicken Rashers, Chicken Meatballs, Chicken Tikka, herby Chicken Sausage and flavorful Chicken Keema",659,Medium,New Hand Tossed,6
241,The 5 Chicken Feast Pizza,Non-Veg Pizza,"Loaded with 5 different Chicken toppings - grilled Chicken Rashers, Chicken Meatballs, Chicken Tikka, herby Chicken Sausage and flavorful Chicken Keema",709,Medium,100% Wheat Thin Crust,5
242,The 5 Chicken Feast Pizza,Non-Veg Pizza,"Loaded with 5 different Chicken toppings - grilled Chicken Rashers, Chicken Meatballs, Chicken Tikka, herby Chicken Sausage and flavorful Chicken Keema",758,Medium,Cheese Burst,10
243,The 5 Chicken Feast Pizza,Non-Veg Pizza,"Loaded with 5 different Chicken toppings - grilled Chicken Rashers, Chicken Meatballs, Chicken Tikka, herby Chicken Sausage and flavorful Chicken Keema",699,Medium,Fresh Pan Pizza,7
244,The 5 Chicken Feast Pizza,Non-Veg Pizza,"Loaded with 5 different Chicken toppings - grilled Chicken Rashers, Chicken Meatballs, Chicken Tikka, herby Chicken Sausage and flavorful Chicken Keema",369,Regular,New Hand Tossed,2
245,The 5 Chicken Feast Pizza,Non-Veg Pizza,"Loaded with 5 different Chicken toppings - grilled Chicken Rashers, Chicken Meatballs, Chicken Tikka, herby Chicken Sausage and flavorful Chicken Keema",399,Regular,100% Wheat Thin Crust,1
246,The 5 Chicken Feast Pizza,Non-Veg Pizza,"Loaded with 5 different Chicken toppings - grilled Chicken Rashers, Chicken Meatballs, Chicken Tikka, herby Chicken Sausage and flavorful Chicken Keema",444,Regular,Cheese Burst,6
247,The 5 Chicken Feast Pizza,Non-Veg Pizza,"Loaded with 5 different Chicken toppings - grilled Chicken Rashers, Chicken Meatballs, Chicken Tikka, herby Chicken Sausage and flavorful Chicken Keema",399,Regular,Fresh Pan Pizza,3
248,Indo Fusion Chicken Pizza,Non-Veg Pizza,"Relish the fusion of your favorite chicken toppings -  Peri Peri Chicken, Chicken Pepperoni, Chicken Tikka, Pepper Barbecue Chicken and Chicken Meatballs",969,Large,New Hand Tossed,9
249,Indo Fusion Chicken Pizza,Non-Veg Pizza,"Relish the fusion of your favorite chicken toppings -  Peri Peri Chicken, Chicken Pepperoni, Chicken Tikka, Pepper Barbecue Chicken and Chicken Meatballs",659,Medium,New Hand Tossed,6
250,Indo Fusion Chicken Pizza,Non-Veg Pizza,"Relish the fusion of your favorite chicken toppings -  Peri Peri Chicken, Chicken Pepperoni, Chicken Tikka, Pepper Barbecue Chicken and Chicken Meatballs",709,Medium,100% Wheat Thin Crust,5
251,Indo Fusion Chicken Pizza,Non-Veg Pizza,"Relish the fusion of your favorite chicken toppings -  Peri Peri Chicken, Chicken Pepperoni, Chicken Tikka, Pepper Barbecue Chicken and Chicken Meatballs",758,Medium,Cheese Burst,10
252,Indo Fusion Chicken Pizza,Non-Veg Pizza,"Relish the fusion of your favorite chicken toppings -  Peri Peri Chicken, Chicken Pepperoni, Chicken Tikka, Pepper Barbecue Chicken and Chicken Meatballs",699,Medium,Fresh Pan Pizza,7
253,Indo Fusion Chicken Pizza,Non-Veg Pizza,"Relish the fusion of your favorite chicken toppings -  Peri Peri Chicken, Chicken Pepperoni, Chicken Tikka, Pepper Barbecue Chicken and Chicken Meatballs",369,Regular,New Hand Tossed,2
254,Indo Fusion Chicken Pizza,Non-Veg Pizza,"Relish the fusion of your favorite chicken toppings -  Peri Peri Chicken, Chicken Pepperoni, Chicken Tikka, Pepper Barbecue Chicken and Chicken Meatballs",399,Regular,100% Wheat Thin Crust,1
255,Indo Fusion Chicken Pizza,Non-Veg Pizza,"Relish the fusion of your favorite chicken toppings -  Peri Peri Chicken, Chicken Pepperoni, Chicken Tikka, Pepper Barbecue Chicken and Chicken Meatballs",444,Regular,Cheese Burst,6
256,Indo Fusion Chicken Pizza,Non-Veg Pizza,"Relish the fusion of your favorite chicken toppings -  Peri Peri Chicken, Chicken Pepperoni, Chicken Tikka, Pepper Barbecue Chicken and Chicken Meatballs",399,Regular,Fresh Pan Pizza,3
257,Chicken Dominator,Non-Veg Pizza,"Loaded with double pepper barbecue chicken, peri-peri chicken, chicken tikka & grilled chicken rashers",839,Large,New Hand Tossed,9
258,Chicken Dominator,Non-Veg Pizza,"Loaded with double pepper barbecue chicken, peri-peri chicken, chicken tikka & grilled chicken rashers",579,Medium,New Hand Tossed,6
259,Chicken Dominator,Non-Veg Pizza,"Loaded with double pepper barbecue chicken, peri-peri chicken, chicken tikka & grilled chicken rashers",629,Medium,100% Wheat Thin Crust,5
260,Chicken Dominator,Non-Veg Pizza,"Loaded with double pepper barbecue chicken, peri-peri chicken, chicken tikka & grilled chicken rashers",678,Medium,Cheese Burst,10
261,Chicken Dominator,Non-Veg Pizza,"Loaded with double pepper barbecue chicken, peri-peri chicken, chicken tikka & grilled chicken rashers",619,Medium,Fresh Pan Pizza,7
262,Chicken Dominator,Non-Veg Pizza,"Loaded with double pepper barbecue chicken, peri-peri chicken, chicken tikka & grilled chicken rashers",319,Regular,New Hand Tossed,2
263,Chicken Dominator,Non-Veg Pizza,"Loaded with double pepper barbecue chicken, peri-peri chicken, chicken tikka & grilled chicken rashers",349,Regular,100% Wheat Thin Crust,1
264,Chicken Dominator,Non-Veg Pizza,"Loaded with double pepper barbecue chicken, peri-peri chicken, chicken tikka & grilled chicken rashers",394,Regular,Cheese Burst,6
265,Chicken Dominator,Non-Veg Pizza,"Loaded with double pepper barbecue chicken, peri-peri chicken, chicken tikka & grilled chicken rashers",349,Regular,Fresh Pan Pizza,3
266,Chicken Golden Delight,Non-Veg Pizza,"Double pepper barbecue chicken, golden corn and extra cheese, true delight",699,Large,New Hand Tossed,9
267,Chicken Golden Delight,Non-Veg Pizza,"Double pepper barbecue chicken, golden corn and extra cheese, true delight",459,Medium,New Hand Tossed,6
268,Chicken Golden Delight,Non-Veg Pizza,"Double pepper barbecue chicken, golden corn and extra cheese, true delight",509,Medium,100% Wheat Thin Crust,5
269,Chicken Golden Delight,Non-Veg Pizza,"Double pepper barbecue chicken, golden corn and extra cheese, true delight",558,Medium,Cheese Burst,10
270,Chicken Golden Delight,Non-Veg Pizza,"Double pepper barbecue chicken, golden corn and extra cheese, true delight",499,Medium,Fresh Pan Pizza,7
271,Chicken Golden Delight,Non-Veg Pizza,"Double pepper barbecue chicken, golden corn and extra cheese, true delight",249,Regular,New Hand Tossed,2
272,Chicken Golden Delight,Non-Veg Pizza,"Double pepper barbecue chicken, golden corn and extra cheese, true delight",279,Regular,100% Wheat Thin Crust,1
273,Chicken Golden Delight,Non-Veg Pizza,"Double pepper barbecue chicken, golden corn and extra cheese, true delight",324,Regular,Cheese Burst,6
274,Chicken Golden Delight,Non-Veg Pizza,"Double pepper barbecue chicken, golden corn and extra cheese, true delight",279,Regular,Fresh Pan Pizza,3
275,Chicken Pepperoni,Non-Veg Pizza,"A classic American taste! Relish the delectable flavor of Chicken Pepperoni, topped with extra cheese",839,Large,New Hand Tossed,9
276,Chicken Pepperoni,Non-Veg Pizza,"A classic American taste! Relish the delectable flavor of Chicken Pepperoni, topped with extra cheese",579,Medium,New Hand Tossed,6
277,Chicken Pepperoni,Non-Veg Pizza,"A classic American taste! Relish the delectable flavor of Chicken Pepperoni, topped with extra cheese",629,Medium,100% Wheat Thin Crust,5
278,Chicken Pepperoni,Non-Veg Pizza,"A classic American taste! Relish the delectable flavor of Chicken Pepperoni, topped with extra cheese",678,Medium,Cheese Burst,10
279,Chicken Pepperoni,Non-Veg Pizza,"A classic American taste! Relish the delectable flavor of Chicken Pepperoni, topped with extra cheese",619,Medium,Fresh Pan Pizza,7
280,Chicken Pepperoni,Non-Veg Pizza,"A classic American taste! Relish the delectable flavor of Chicken Pepperoni, topped with extra cheese",319,Regular,New Hand Tossed,2
281,Chicken Pepperoni,Non-Veg Pizza,"A classic American taste! Relish the delectable flavor of Chicken Pepperoni, topped with extra cheese",349,Regular,100% Wheat Thin Crust,1
282,Chicken Pepperoni,Non-Veg Pizza,"A classic American taste! Relish the delectable flavor of Chicken Pepperoni, topped with extra cheese",394,Regular,Cheese Burst,6
283,Chicken Pepperoni,Non-Veg Pizza,"A classic American taste! Relish the delectable flavor of Chicken Pepperoni, topped with extra cheese",349,Regular,Fresh Pan Pizza,3
284,Non Veg Supreme,Non-Veg Pizza,"Supreme combination of black olives, onion, capsicum, grilled mushroom, pepper barbecue chicken, peri-peri chicken & grilled chicken rashers",839,Large,New Hand Tossed,9
285,Non Veg Supreme,Non-Veg Pizza,"Supreme combination of black olives, onion, capsicum, grilled mushroom, pepper barbecue chicken, peri-peri chicken & grilled chicken rashers",579,Medium,New Hand Tossed,6
286,Non Veg Supreme,Non-Veg Pizza,"Supreme combination of black olives, onion, capsicum, grilled mushroom, pepper barbecue chicken, peri-peri chicken & grilled chicken rashers",629,Medium,100% Wheat Thin Crust,5
287,Non Veg Supreme,Non-Veg Pizza,"Supreme combination of black olives, onion, capsicum, grilled mushroom, pepper barbecue chicken, peri-peri chicken & grilled chicken rashers",678,Medium,Cheese Burst,10
288,Non Veg Supreme,Non-Veg Pizza,"Supreme combination of black olives, onion, capsicum, grilled mushroom, pepper barbecue chicken, peri-peri chicken & grilled chicken rashers",619,Medium,Fresh Pan Pizza,7
289,Non Veg Supreme,Non-Veg Pizza,"Supreme combination of black olives, onion, capsicum, grilled mushroom, pepper barbecue chicken, peri-peri chicken & grilled chicken rashers",319,Regular,New Hand Tossed,2
290,Non Veg Supreme,Non-Veg Pizza,"Supreme combination of black olives, onion, capsicum, grilled mushroom, pepper barbecue chicken, peri-peri chicken & grilled chicken rashers",349,Regular,100% Wheat Thin Crust,1
291,Non Veg Supreme,Non-Veg Pizza,"Supreme combination of black olives, onion, capsicum, grilled mushroom, pepper barbecue chicken, peri-peri chicken & grilled chicken rashers",394,Regular,Cheese Burst,6
292,Non Veg Supreme,Non-Veg Pizza,"Supreme combination of black olives, onion, capsicum, grilled mushroom, pepper barbecue chicken, peri-peri chicken & grilled chicken rashers",349,Regular,Fresh Pan Pizza,3
293,Chicken Fiesta,Non-Veg Pizza,"Grilled chicken rashers, peri-peri chicken, onion & capsicum, a complete fiesta",699,Large,New Hand Tossed,9
294,Chicken Fiesta,Non-Veg Pizza,"Grilled chicken rashers, peri-peri chicken, onion & capsicum, a complete fiesta",459,Medium,New Hand Tossed,6
295,Chicken Fiesta,Non-Veg Pizza,"Grilled chicken rashers, peri-peri chicken, onion & capsicum, a complete fiesta",509,Medium,100% Wheat Thin Crust,5
296,Chicken Fiesta,Non-Veg Pizza,"Grilled chicken rashers, peri-peri chicken, onion & capsicum, a complete fiesta",558,Medium,Cheese Burst,10
297,Chicken Fiesta,Non-Veg Pizza,"Grilled chicken rashers, peri-peri chicken, onion & capsicum, a complete fiesta",499,Medium,Fresh Pan Pizza,7
298,Chicken Fiesta,Non-Veg Pizza,"Grilled chicken rashers, peri-peri chicken, onion & capsicum, a complete fiesta",249,Regular,New Hand Tossed,2
299,Chicken Fiesta,Non-Veg Pizza,"Grilled chicken rashers, peri-peri chicken, onion & capsicum, a complete fiesta",279,Regular,100% Wheat Thin Crust,1
300,Chicken Fiesta,Non-Veg Pizza,"Grilled chicken rashers, peri-peri chicken, onion & capsicum, a complete fiesta",324,Regular,Cheese Burst,6
301,Chicken Fiesta,Non-Veg Pizza,"Grilled chicken rashers, peri-peri chicken, onion & capsicum, a complete fiesta",279,Regular,Fresh Pan Pizza,3
302,Pepper Barbecue Chicken,Non-Veg Pizza,Pepper barbecue chicken for that extra zing,599,Large,New Hand Tossed,9
303,Pepper Barbecue Chicken,Non-Veg Pizza,Pepper barbecue chicken for that extra zing,399,Medium,New Hand Tossed,6
304,Pepper Barbecue Chicken,Non-Veg Pizza,Pepper barbecue chicken for that extra zing,449,Medium,100% Wheat Thin Crust,5
305,Pepper Barbecue Chicken,Non-Veg Pizza,Pepper barbecue chicken for that extra zing,498,Medium,Cheese Burst,10
306,Pepper Barbecue Chicken,Non-Veg Pizza,Pepper barbecue chicken for that extra zing,439,Medium,Fresh Pan Pizza,7
307,Pepper Barbecue Chicken,Non-Veg Pizza,Pepper barbecue chicken for that extra zing,229,Regular,New Hand Tossed,2
308,Pepper Barbecue Chicken,Non-Veg Pizza,Pepper barbecue chicken for that extra zing,259,Regular,100% Wheat Thin Crust,1
309,Pepper Barbecue Chicken,Non-Veg Pizza,Pepper barbecue chicken for that extra zing,304,Regular,Cheese Burst,6
310,Pepper Barbecue Chicken,Non-Veg Pizza,Pepper barbecue chicken for that extra zing,259,Regular,Fresh Pan Pizza,3
311,Chicken Sausage,Non-Veg Pizza,"American classic! Spicy, herbed chicken sausage on pizza",539,Large,New Hand Tossed,9
312,Chicken Sausage,Non-Veg Pizza,"American classic! Spicy, herbed chicken sausage on pizza",339,Medium,New Hand Tossed,6
313,Chicken Sausage,Non-Veg Pizza,"American classic! Spicy, herbed chicken sausage on pizza",389,Medium,100% Wheat Thin Crust,5
314,Chicken Sausage,Non-Veg Pizza,"American classic! Spicy, herbed chicken sausage on pizza",438,Medium,Cheese Burst,10
315,Chicken Sausage,Non-Veg Pizza,"American classic! Spicy, herbed chicken sausage on pizza",379,Medium,Fresh Pan Pizza,7
316,Chicken Sausage,Non-Veg Pizza,"American classic! Spicy, herbed chicken sausage on pizza",189,Regular,New Hand Tossed,2
317,Chicken Sausage,Non-Veg Pizza,"American classic! Spicy, herbed chicken sausage on pizza",219,Regular,100% Wheat Thin Crust,1
318,Chicken Sausage,Non-Veg Pizza,"American classic! Spicy, herbed chicken sausage on pizza",264,Regular,Cheese Burst,6
319,Chicken Sausage,Non-Veg Pizza,"American classic! Spicy, herbed chicken sausage on pizza",219,Regular,Fresh Pan Pizza,3
320,Pepper Barbecue & Onion,Non-Veg Pizza,A classic favourite with pepper barbeque chicken & onion,599,Large,New Hand Tossed,9
321,Pepper Barbecue & Onion,Non-Veg Pizza,A classic favourite with pepper barbeque chicken & onion,399,Medium,New Hand Tossed,6
322,Pepper Barbecue & Onion,Non-Veg Pizza,A classic favourite with pepper barbeque chicken & onion,449,Medium,100% Wheat Thin Crust,5
323,Pepper Barbecue & Onion,Non-Veg Pizza,A classic favourite with pepper barbeque chicken & onion,498,Medium,Cheese Burst,10
324,Pepper Barbecue & Onion,Non-Veg Pizza,A classic favourite with pepper barbeque chicken & onion,439,Medium,Fresh Pan Pizza,7
325,Pepper Barbecue & Onion,Non-Veg Pizza,A classic favourite with pepper barbeque chicken & onion,229,Regular,New Hand Tossed,2
326,Pepper Barbecue & Onion,Non-Veg Pizza,A classic favourite with pepper barbeque chicken & onion,259,Regular,100% Wheat Thin Crust,1
327,Pepper Barbecue & Onion,Non-Veg Pizza,A classic favourite with pepper barbeque chicken & onion,304,Regular,Cheese Burst,6
328,Pepper Barbecue & Onion,Non-Veg Pizza,A classic favourite with pepper barbeque chicken & onion,259,Regular,Fresh Pan Pizza,3
329,Indi Chicken Tikka,Non-Veg Pizza,"The wholesome flavour of tandoori masala with Chicken tikka, onion, red paprika & mint mayo",839,Large,New Hand Tossed,9
330,Indi Chicken Tikka,Non-Veg Pizza,"The wholesome flavour of tandoori masala with Chicken tikka, onion, red paprika & mint mayo",579,Medium,New Hand Tossed,6
331,Indi Chicken Tikka,Non-Veg Pizza,"The wholesome flavour of tandoori masala with Chicken tikka, onion, red paprika & mint mayo",629,Medium,100% Wheat Thin Crust,5
332,Indi Chicken Tikka,Non-Veg Pizza,"The wholesome flavour of tandoori masala with Chicken tikka, onion, red paprika & mint mayo",678,Medium,Cheese Burst,10
333,Indi Chicken Tikka,Non-Veg Pizza,"The wholesome flavour of tandoori masala with Chicken tikka, onion, red paprika & mint mayo",619,Medium,Fresh Pan Pizza,7
334,Indi Chicken Tikka,Non-Veg Pizza,"The wholesome flavour of tandoori masala with Chicken tikka, onion, red paprika & mint mayo",319,Regular,New Hand Tossed,2
335,Indi Chicken Tikka,Non-Veg Pizza,"The wholesome flavour of tandoori masala with Chicken tikka, onion, red paprika & mint mayo",349,Regular,100% Wheat Thin Crust,1
336,Indi Chicken Tikka,Non-Veg Pizza,"The wholesome flavour of tandoori masala with Chicken tikka, onion, red paprika & mint mayo",394,Regular,Cheese Burst,6
337,Indi Chicken Tikka,Non-Veg Pizza,"The wholesome flavour of tandoori masala with Chicken tikka, onion, red paprika & mint mayo",349,Regular,Fresh Pan Pizza,3
338,Spiced Double Chicken,Chicken Lovers Pizza,Delightful combination of our spicy duo- Pepper Barbecue Chicken and Peri Peri Chicken for Chicken Lovers.,759,Large,New Hand Tossed,9
339,Spiced Double Chicken,Chicken Lovers Pizza,Delightful combination of our spicy duo- Pepper Barbecue Chicken and Peri Peri Chicken for Chicken Lovers.,519,Medium,New Hand Tossed,6
340,Spiced Double Chicken,Chicken Lovers Pizza,Delightful combination of our spicy duo- Pepper Barbecue Chicken and Peri Peri Chicken for Chicken Lovers.,569,Medium,100% Wheat Thin Crust,5
341,Spiced Double Chicken,Chicken Lovers Pizza,Delightful combination of our spicy duo- Pepper Barbecue Chicken and Peri Peri Chicken for Chicken Lovers.,618,Medium,Cheese Burst,10
342,Spiced Double Chicken,Chicken Lovers Pizza,Delightful combination of our spicy duo- Pepper Barbecue Chicken and Peri Peri Chicken for Chicken Lovers.,559,Medium,Fresh Pan Pizza,7
343,Spiced Double Chicken,Chicken Lovers Pizza,Delightful combination of our spicy duo- Pepper Barbecue Chicken and Peri Peri Chicken for Chicken Lovers.,289,Regular,New Hand Tossed,2
344,Spiced Double Chicken,Chicken Lovers Pizza,Delightful combination of our spicy duo- Pepper Barbecue Chicken and Peri Peri Chicken for Chicken Lovers.,319,Regular,100% Wheat Thin Crust,1
345,Spiced Double Chicken,Chicken Lovers Pizza,Delightful combination of our spicy duo- Pepper Barbecue Chicken and Peri Peri Chicken for Chicken Lovers.,364,Regular,Cheese Burst,6
346,Spiced Double Chicken,Chicken Lovers Pizza,Delightful combination of our spicy duo- Pepper Barbecue Chicken and Peri Peri Chicken for Chicken Lovers.,319,Regular,Fresh Pan Pizza,3
347,Chicken Maximus,Chicken Lovers Pizza,"Loaded to the Max with Chicken Tikka, Chicken Keema, Chicken Sausage and a double dose of grilled Chicken Rashers.",909,Large,New Hand Tossed,9
348,Chicken Maximus,Chicken Lovers Pizza,"Loaded to the Max with Chicken Tikka, Chicken Keema, Chicken Sausage and a double dose of grilled Chicken Rashers.",619,Medium,New Hand Tossed,6
349,Chicken Maximus,Chicken Lovers Pizza,"Loaded to the Max with Chicken Tikka, Chicken Keema, Chicken Sausage and a double dose of grilled Chicken Rashers.",669,Medium,100% Wheat Thin Crust,5
350,Chicken Maximus,Chicken Lovers Pizza,"Loaded to the Max with Chicken Tikka, Chicken Keema, Chicken Sausage and a double dose of grilled Chicken Rashers.",718,Medium,Cheese Burst,10
351,Chicken Maximus,Chicken Lovers Pizza,"Loaded to the Max with Chicken Tikka, Chicken Keema, Chicken Sausage and a double dose of grilled Chicken Rashers.",659,Medium,Fresh Pan Pizza,7
352,Chicken Maximus,Chicken Lovers Pizza,"Loaded to the Max with Chicken Tikka, Chicken Keema, Chicken Sausage and a double dose of grilled Chicken Rashers.",349,Regular,New Hand Tossed,2
353,Chicken Maximus,Chicken Lovers Pizza,"Loaded to the Max with Chicken Tikka, Chicken Keema, Chicken Sausage and a double dose of grilled Chicken Rashers.",379,Regular,100% Wheat Thin Crust,1
354,Chicken Maximus,Chicken Lovers Pizza,"Loaded to the Max with Chicken Tikka, Chicken Keema, Chicken Sausage and a double dose of grilled Chicken Rashers.",424,Regular,Cheese Burst,6
